number,player,team_name,team_abbr,season,position,nationality,age,height,weight,shoots,catches,experience,birth_date,height_ft,height_cm,season_short,link
12,Eric Staal,Buffalo Sabres,BUF,2020-21,C,ca,36,6-4,207,L,-,16,"October 29, 1984",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/s/staaler01.html
72,Tage Thompson,Buffalo Sabres,BUF,2020-21,C,us,23,6-7,219,R,-,3,"October 30, 1997",6.58333333333333,200.66,2021,https://www.hockey-reference.com/players/t/thompta01.html
31,Dustin Tokarski,Buffalo Sabres,BUF,2020-21,G,ca,31,6-0,198,-,L,6,"September 16, 1989",6,182.88,2021,https://www.hockey-reference.com/players/t/tokardu01.html
35,Linus Ullmark,Buffalo Sabres,BUF,2020-21,G,se,27,6-4,215,-,-,5,"July 31, 1993",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/u/ullmali01.html
20,Sebastian Aho,Carolina Hurricanes,CAR,2020-21,F,fi,23,6-0,173,L,-,4,"July 26, 1997",6,182.88,2021,https://www.hockey-reference.com/players/a/ahose01.html
24,Jake Bean,Carolina Hurricanes,CAR,2020-21,D,ca,22,6-1,186,L,-,1,"June 9, 1998",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/beanja01.html
18,Ryan Dzingel,Carolina Hurricanes,CAR,2020-21,C,us,28,6-0,190,L,-,5,"March 9, 1992",6,182.88,2021,https://www.hockey-reference.com/players/d/dzingry01.html
71,Jesper Fast,Carolina Hurricanes,CAR,2020-21,RW,se,29,6-1,191,R,-,7,"December 2, 1991",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/f/fastje01.html
4,Haydn Fleury,Carolina Hurricanes,CAR,2020-21,D,ca,24,6-3,208,L,-,3,"July 8, 1996",6.25,190.5,2021,https://www.hockey-reference.com/players/f/fleurha01.html
13,Warren Foegele,Carolina Hurricanes,CAR,2020-21,LW,ca,24,6-2,198,L,-,3,"April 1, 1996",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/f/foegewa01.html
51,Jake Gardiner,Carolina Hurricanes,CAR,2020-21,D,us,30,6-2,195,L,-,9,"July 4, 1990",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/g/gardija01.html
67,Morgan Geekie,Carolina Hurricanes,CAR,2020-21,C,ca,22,6-3,192,R,-,1,"July 20, 1998",6.25,190.5,2021,https://www.hockey-reference.com/players/g/geekimo01.html
58,Jani Hakanpaa,Carolina Hurricanes,CAR,2020-21,D,fi,28,6-7,220,-,-,1,"March 31, 1992",6.58333333333333,200.66,2021,https://www.hockey-reference.com/players/h/hakanja01.html
19,Dougie Hamilton,Carolina Hurricanes,CAR,2020-21,D,ca,27,6-6,230,R,-,8,"June 17, 1993",6.5,198.12,2021,https://www.hockey-reference.com/players/h/hamildo01.html
44,Joey Keane,Carolina Hurricanes,CAR,2020-21,D,us,21,6-0,187,R,-,0,"July 2, 1999",6,182.88,2021,https://www.hockey-reference.com/players/k/keanejo01.html
42,Maxime Lajoie,Carolina Hurricanes,CAR,2020-21,D,ca,23,6-1,196,L,-,2,"November 5, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/l/lajoima01.html
78,Steven Lorentz,Carolina Hurricanes,CAR,2020-21,C/LW,ca,24,6-4,207,L,-,0,"April 13, 1996",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/l/lorenst01.html
48,Jordan Martinook,Carolina Hurricanes,CAR,2020-21,LW,ca,28,6-1,204,L,-,6,"July 25, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/m/martijo01.html
28,Max McCormick,Carolina Hurricanes,CAR,2020-21,LW,us,28,5-11,188,L,-,4,"May 1, 1992",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/m/mccorma01.html
23,Brock McGinn,Carolina Hurricanes,CAR,2020-21,LW,ca,26,6-0,187,L,-,5,"February 2, 1994",6,182.88,2021,https://www.hockey-reference.com/players/m/mcginbr01.html
34,Petr Mrazek,Carolina Hurricanes,CAR,2020-21,G,cs,28,6-1,190,-,L,8,"February 14, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/m/mrazepe01.html
88,Martin Necas,Carolina Hurricanes,CAR,2020-21,C,cz,22,6-3,191,R,-,3,"January 15, 1999",6.25,190.5,2021,https://www.hockey-reference.com/players/n/necasma01.html
39,Alex Nedeljkovic,Carolina Hurricanes,CAR,2020-21,G,us,25,6-0,189,-,-,3,"January 7, 1996",6,182.88,2021,https://www.hockey-reference.com/players/n/nedelal01.html
21,Nino Niederreiter,Carolina Hurricanes,CAR,2020-21,RW,ch,28,6-2,215,L,-,9,"September 8, 1992",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/n/niedeni01.html
18,Cedric Paquette,Carolina Hurricanes,CAR,2020-21,C,ca,27,6-0,204,L,-,7,"August 13, 1993",6,182.88,2021,https://www.hockey-reference.com/players/p/paquece01.html
22,Brett Pesce,Carolina Hurricanes,CAR,2020-21,D,us,26,6-4,201,R,-,5,"November 15, 1994",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/p/pescebr01.html
47,James Reimer,Carolina Hurricanes,CAR,2020-21,G,ca,32,6-2,220,-,L,10,"March 15, 1988",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/r/reimeja01.html
41,Sheldon Rempal,Carolina Hurricanes,CAR,2020-21,RW,ca,25,5-10,165,R,-,1,"August 7, 1995",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/r/rempash01.html
33,Joakim Ryan,Carolina Hurricanes,CAR,2020-21,D,us,27,5-11,185,L,-,3,"June 17, 1993",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/r/ryanjo02.html
29,Drew Shore,Carolina Hurricanes,CAR,2020-21,C,us,30,6-2,209,R,-,5,"January 29, 1991",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/shoredr01.html
76,Brady Skjei,Carolina Hurricanes,CAR,2020-21,D,us,26,6-3,210,L,-,5,"March 26, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/s/skjeibr01.html
74,Jaccob Slavin,Carolina Hurricanes,CAR,2020-21,D,us,26,6-3,213,L,-,5,"May 1, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/s/slavija01.html
11,Jordan Staal,Carolina Hurricanes,CAR,2020-21,C,ca,32,6-4,220,L,-,14,"September 10, 1988",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/s/staaljo01.html
37,Andrei Svechnikov,Carolina Hurricanes,CAR,2020-21,RW,ru,20,6-2,200,L,-,2,"March 26, 2000",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/svechan01.html
86,Teuvo Teravainen,Carolina Hurricanes,CAR,2020-21,F,fi,26,5-11,196,L,-,7,"September 11, 1994",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/t/teravte01.html
16,Vincent Trocheck,Carolina Hurricanes,CAR,2020-21,C,us,27,5-10,186,R,-,7,"July 11, 1993",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/t/trochvi01.html
13,Cam Atkinson,Columbus Blue Jackets,CBJ,2020-21,RW,us,31,5-8,176,R,-,9,"June 5, 1989",5.66666666666667,172.72,2021,https://www.hockey-reference.com/players/a/atkinca01.html
7,Gavin Bayreuther,Columbus Blue Jackets,CBJ,2020-21,D,us,26,6-1,195,L,-,1,"May 12, 1994",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/bayrega01.html
52,Emil Bemstrom,Columbus Blue Jackets,CBJ,2020-21,C,se,21,6-0,193,R,-,1,"June 1, 1999",6,182.88,2021,https://www.hockey-reference.com/players/b/bemstem01.html
28,Oliver Bjorkstrand,Columbus Blue Jackets,CBJ,2020-21,RW,dk,25,6-0,177,R,-,5,"April 10, 1995",6,182.88,2021,https://www.hockey-reference.com/players/b/bjorkol01.html
53,Gabriel Carlsson,Columbus Blue Jackets,CBJ,2020-21,D,se,24,6-5,203,L,-,4,"January 2, 1997",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/c/carlsga01.html
26,Zac Dalpe,Columbus Blue Jackets,CBJ,2020-21,RW,ca,31,6-2,197,R,-,9,"November 1, 1989",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/d/dalpeza01.html
15,Michael Del Zotto,Columbus Blue Jackets,CBJ,2020-21,D,ca,30,6-0,195,L,-,11,"June 24, 1990",6,182.88,2021,https://www.hockey-reference.com/players/d/delzomi01.html
16,Max Domi,Columbus Blue Jackets,CBJ,2020-21,LW,ca,25,5-10,192,L,-,5,"March 2, 1995",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/d/domima01.html
NA,Pierre-Luc Dubois,Columbus Blue Jackets,CBJ,2020-21,LW,ca,22,6-3,218,L,-,3,"June 24, 1998",6.25,190.5,2021,https://www.hockey-reference.com/players/d/duboipi01.html
21,Josh Dunne,Columbus Blue Jackets,CBJ,2020-21,C,us,22,6-4,210,L,-,0,"December 8, 1998",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/d/dunnejo01.html
71,Nick Foligno,Columbus Blue Jackets,CBJ,2020-21,LW,us,33,6-0,211,L,-,13,"October 31, 1987",6,182.88,2021,https://www.hockey-reference.com/players/f/foligni01.html
19,Liam Foudy,Columbus Blue Jackets,CBJ,2020-21,C,ca,20,6-2,193,L,-,1,"February 4, 2000",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/f/foudyli01.html
44,Vladislav Gavrikov,Columbus Blue Jackets,CBJ,2020-21,D,ru,25,6-3,213,L,-,1,"November 21, 1995",6.25,190.5,2021,https://www.hockey-reference.com/players/g/gavrivl01.html
24,Nathan Gerbe,Columbus Blue Jackets,CBJ,2020-21,C,us,33,5-4,176,L,-,10,"July 24, 1987",5.33333333333333,162.56,2021,https://www.hockey-reference.com/players/g/gerbena01.html
25,Mikhail Grigorenko,Columbus Blue Jackets,CBJ,2020-21,C,ru,26,6-3,209,L,-,5,"May 16, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/g/grigomi01.html
4,Scott Harrington,Columbus Blue Jackets,CBJ,2020-21,D,ca,27,6-2,206,L,-,6,"March 10, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/h/harrisc01.html
38,Boone Jenner,Columbus Blue Jackets,CBJ,2020-21,C,ca,27,6-2,207,L,-,7,"June 15, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/j/jennebo01.html
3,Seth Jones,Columbus Blue Jackets,CBJ,2020-21,D,us,26,6-4,209,R,-,7,"October 3, 1994",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/j/jonesse01.html
80,Matiss Kivlenieks,Columbus Blue Jackets,CBJ,2020-21,G,lv,24,6-2,178,-,L,1,"August 26, 1996",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/k/kivlema01.html
9,Mikko Koivu,Columbus Blue Jackets,CBJ,2020-21,C,fi,37,6-3,213,L,-,15,"March 12, 1983",6.25,190.5,2021,https://www.hockey-reference.com/players/k/koivumi01.html
70,Joonas Korpisalo,Columbus Blue Jackets,CBJ,2020-21,G,fi,26,6-3,192,-,-,5,"April 28, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/k/korpijo01.html
46,Dean Kukan,Columbus Blue Jackets,CBJ,2020-21,D,ch,27,6-2,186,L,-,4,"July 8, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/k/kukande01.html
29,Patrik Laine,Columbus Blue Jackets,CBJ,2020-21,RW,fi,22,6-5,210,R,-,4,"April 19, 1998",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/l/lainepa01.html
43,Mikko Lehtonen,Columbus Blue Jackets,CBJ,2020-21,D,fi,27,6-0,196,L,-,0,"January 16, 1994",6,182.88,2021,https://www.hockey-reference.com/players/l/lehtomi03.html
49,Ryan MacInnis,Columbus Blue Jackets,CBJ,2020-21,C,us,24,6-4,201,L,-,1,"February 14, 1996",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/m/macinry01.html
23,Stefan Matteau,Columbus Blue Jackets,CBJ,2020-21,LW,us,26,6-2,208,L,-,5,"February 23, 1994",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/m/mattest02.html
90,Elvis Merzlikins,Columbus Blue Jackets,CBJ,2020-21,G,lv,26,6-3,185,L,-,1,"April 13, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/m/merzlel01.html
20,Riley Nash,Columbus Blue Jackets,CBJ,2020-21,C,ca,31,6-2,185,R,-,9,"May 9, 1989",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/n/nashri02.html
2,Andrew Peeke,Columbus Blue Jackets,CBJ,2020-21,D,us,22,6-3,197,R,-,1,"March 17, 1998",6.25,190.5,2021,https://www.hockey-reference.com/players/p/peekean01.html
50,Eric Robinson,Columbus Blue Jackets,CBJ,2020-21,LW,us,25,6-2,200,L,-,3,"June 14, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/r/robiner01.html
96,Jack Roslovic,Columbus Blue Jackets,CBJ,2020-21,C,us,24,6-1,187,R,-,4,"January 29, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/r/rosloja01.html
58,David Savard,Columbus Blue Jackets,CBJ,2020-21,D,ca,30,6-2,233,R,-,9,"October 22, 1990",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/savarda01.html
88,Kole Sherwood,Columbus Blue Jackets,CBJ,2020-21,RW,us,24,6-1,212,R,-,2,"January 22, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/sherwko01.html
11,Kevin Stenlund,Columbus Blue Jackets,CBJ,2020-21,C,se,24,6-4,215,R,-,2,"September 20, 1996",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/s/stenlke01.html
42,Alexandre Texier,Columbus Blue Jackets,CBJ,2020-21,C,fr,21,6-1,186,L,-,2,"September 13, 1999",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/t/texieal01.html
35,Veini Vehvilainen,Columbus Blue Jackets,CBJ,2020-21,G,fi,23,,NA,R,-,0,"February 13, 1997",NA,NA,2021,https://www.hockey-reference.com/players/v/vehvive01.html
8,Zach Werenski,Columbus Blue Jackets,CBJ,2020-21,D,us,23,6-2,218,L,-,4,"July 19, 1997",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/w/werenza01.html
4,Rasmus Andersson,Calgary Flames,CGY,2020-21,D,se,24,6-1,214,R,-,4,"October 27, 1996",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/a/anderra01.html
11,Mikael Backlund,Calgary Flames,CGY,2020-21,C,se,31,6-0,200,L,-,12,"March 17, 1989",6,182.88,2021,https://www.hockey-reference.com/players/b/backlmi01.html
93,Sam Bennett,Calgary Flames,CGY,2020-21,C,ca,24,6-1,195,L,-,6,"June 20, 1996",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/bennesa01.html
70,Louis Domingue,Calgary Flames,CGY,2020-21,G,ca,28,6-3,209,-,-,6,"March 6, 1992",6.25,190.5,2021,https://www.hockey-reference.com/players/d/dominlo01.html
29,Dillon Dube,Calgary Flames,CGY,2020-21,C,ca,22,5-11,187,L,-,2,"July 20, 1998",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/d/dubedi01.html
38,Byron Froese,Calgary Flames,CGY,2020-21,C,ca,29,6-1,202,R,-,3,"March 12, 1991",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/f/froesby01.html
13,Johnny Gaudreau,Calgary Flames,CGY,2020-21,LW,us,27,5-9,165,L,-,7,"August 13, 1993",5.75,175.26,2021,https://www.hockey-reference.com/players/g/gaudrjo01.html
42,Glenn Gawdin,Calgary Flames,CGY,2020-21,C,ca,23,6-1,191,R,-,0,"March 25, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/g/gawdigl01.html
5,Mark Giordano,Calgary Flames,CGY,2020-21,D,ca,37,6-1,200,L,-,14,"October 3, 1983",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/g/giordma01.html
55,Noah Hanifin,Calgary Flames,CGY,2020-21,D,us,24,6-3,215,L,-,5,"January 25, 1997",6.25,190.5,2021,https://www.hockey-reference.com/players/h/hanifno01.html
58,Oliver Kylington,Calgary Flames,CGY,2020-21,D,se,23,6-0,183,L,-,3,"May 19, 1997",6,182.88,2021,https://www.hockey-reference.com/players/k/kylinol01.html
27,Josh Leivo,Calgary Flames,CGY,2020-21,LW,ca,27,6-2,192,R,-,7,"May 26, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/l/leivojo01.html
28,Elias Lindholm,Calgary Flames,CGY,2020-21,C,se,26,6-1,195,R,-,7,"December 2, 1994",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/l/lindhel01.html
17,Milan Lucic,Calgary Flames,CGY,2020-21,LW,ca,32,6-3,231,L,-,13,"June 7, 1988",6.25,190.5,2021,https://www.hockey-reference.com/players/l/lucicmi01.html
3,Connor Mackey,Calgary Flames,CGY,2020-21,D,us,24,6-2,190,L,-,0,"September 12, 1996",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/m/mackeco01.html
88,Andrew Mangiapane,Calgary Flames,CGY,2020-21,LW,ca,24,5-10,184,L,-,3,"April 4, 1996",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/m/mangian01.html
25,Jacob Markstrom,Calgary Flames,CGY,2020-21,G,se,31,6-6,206,-,L,10,"January 31, 1990",6.5,198.12,2021,https://www.hockey-reference.com/players/m/marksja02.html
23,Sean Monahan,Calgary Flames,CGY,2020-21,C,ca,26,6-2,200,L,-,7,"October 12, 1994",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/m/monahse01.html
89,Nikita Nesterov,Calgary Flames,CGY,2020-21,D,ru,27,6-0,183,L,-,3,"March 28, 1993",6,182.88,2021,https://www.hockey-reference.com/players/n/nesteni01.html
20,Joakim Nordstrom,Calgary Flames,CGY,2020-21,C,se,28,6-1,194,L,-,7,"February 25, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/n/nordsjo02.html
41,Matthew Phillips,Calgary Flames,CGY,2020-21,F,ca,22,5-7,140,-,-,0,"April 6, 1998",5.58333333333333,170.18,2021,https://www.hockey-reference.com/players/p/phillma01.html
36,Zac Rinaldo,Calgary Flames,CGY,2020-21,C,ca,30,5-10,192,L,-,8,"June 15, 1990",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/r/rinalza01.html
18-24,Brett Ritchie,Calgary Flames,CGY,2020-21,RW,ca,27,6-4,220,R,-,6,"July 1, 1993",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/r/ritchbr01.html
33,David Rittich,Calgary Flames,CGY,2020-21,G,cs,28,6-3,206,-,-,4,"August 19, 1992",6.25,190.5,2021,https://www.hockey-reference.com/players/r/rittida01.html
53,Buddy Robinson,Calgary Flames,CGY,2020-21,RW,us,29,6-6,227,R,-,3,"August 30, 1991",6.5,198.12,2021,https://www.hockey-reference.com/players/r/robinbu01.html
63,Adam Ruzicka,Calgary Flames,CGY,2020-21,C,sk,21,6-4,202,L,-,0,"May 11, 1999",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/r/ruzicad01.html
10,Derek Ryan,Calgary Flames,CGY,2020-21,C,us,34,5-10,185,R,-,5,"December 29, 1986",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/r/ryande01.html
81,Dominik Simon,Calgary Flames,CGY,2020-21,C,cz,26,5-11,190,L,-,5,"August 8, 1994",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/s/simondo01.html
26,Michael Stone,Calgary Flames,CGY,2020-21,D,ca,30,6-3,210,R,-,9,"June 7, 1990",6.25,190.5,2021,https://www.hockey-reference.com/players/s/stonemi01.html
8,Chris Tanev,Calgary Flames,CGY,2020-21,D,ca,31,6-2,197,R,-,10,"December 20, 1989",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/t/tanevch01.html
19,Matthew Tkachuk,Calgary Flames,CGY,2020-21,LW,us,23,6-2,202,L,-,4,"December 11, 1997",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/t/tkachma01.html
6,Juuso Valimaki,Calgary Flames,CGY,2020-21,D,fi,22,6-2,212,L,-,1,"October 6, 1998",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/v/valimju01.html
50,Artyom Zagidulin,Calgary Flames,CGY,2020-21,G,ru,25,6-2,180,-,L,0,"August 8, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/z/zagidar01.html
74,Nicolas Beaudin,Chicago Blackhawks,CHI,2020-21,D,ca,21,5-11,168,L,-,1,"October 9, 1999",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/b/beaudni01.html
27,Adam Boqvist,Chicago Blackhawks,CHI,2020-21,D,se,20,5-11,179,R,-,1,"August 15, 2000",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/b/boqviad01.html
29,Madison Bowey,Chicago Blackhawks,CHI,2020-21,D,ca,25,6-2,202,R,-,3,"April 22, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/b/boweyma01.html
46,Lucas Carlsson,Chicago Blackhawks,CHI,2020-21,D,se,23,6-0,189,L,-,1,"July 5, 1997",6,182.88,2021,https://www.hockey-reference.com/players/c/carlslu01.html
22,Ryan Carpenter,Chicago Blackhawks,CHI,2020-21,C,us,30,6-0,200,R,-,5,"January 18, 1991",6,182.88,2021,https://www.hockey-reference.com/players/c/carpery01.html
20,Brett Connolly,Chicago Blackhawks,CHI,2020-21,RW,ca,28,6-3,198,R,-,9,"May 2, 1992",6.25,190.5,2021,https://www.hockey-reference.com/players/c/connobr01.html
77,Kirby Dach,Chicago Blackhawks,CHI,2020-21,C,ca,20,6-4,197,R,-,1,"January 21, 2001",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/d/dachki01.html
44,Calvin de Haan,Chicago Blackhawks,CHI,2020-21,D,ca,29,6-1,195,L,-,8,"May 9, 1991",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/d/dehaaca01.html
12,Alex DeBrincat,Chicago Blackhawks,CHI,2020-21,RW,us,23,5-7,165,R,-,3,"December 18, 1997",5.58333333333333,170.18,2021,https://www.hockey-reference.com/players/d/debrial01.html
60,Collin Delia,Chicago Blackhawks,CHI,2020-21,G,us,26,6-2,208,-,-,2,"June 20, 1994",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/d/deliaco01.html
58,Mackenzie Entwistle,Chicago Blackhawks,CHI,2020-21,RW,ca,21,6-3,184,R,-,0,"July 14, 1999",6.25,190.5,2021,https://www.hockey-reference.com/players/e/entwima01.html
11,Adam Gaudette,Chicago Blackhawks,CHI,2020-21,C,us,24,6-1,170,R,-,3,"October 3, 1996",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/g/gaudead01.html
38,Brandon Hagel,Chicago Blackhawks,CHI,2020-21,LW,ca,22,5-11,174,L,-,1,"August 27, 1998",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/h/hagelbr01.html
86,Mike Hardman,Chicago Blackhawks,CHI,2020-21,RW,us,21,6-2,204,L,-,0,"February 5, 1999",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/h/hardmmi01.html
36,Matthew Highmore,Chicago Blackhawks,CHI,2020-21,LW,ca,24,5-11,188,L,-,2,"February 27, 1996",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/h/highmma01.html
28,Vinnie Hinostroza,Chicago Blackhawks,CHI,2020-21,C,us,26,5-10,177,R,-,5,"April 3, 1994",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/h/hinosvi01.html
